nguong_tin_cay,pct_tu_dong,pct_chuyen_nguoi,accuracy_tren_phan_tu_dong
0.9,0.9243333333333333,0.07566666666666666,0.9862964298593581
0.95,0.8916666666666667,0.10833333333333328,0.9917757009345795
0.99,0.8046666666666666,0.19533333333333336,0.9979287489643744
0.999,0.6193333333333333,0.3806666666666667,0.9989235737351991
