cau_hinh,accuracy,so_epoch_thuc_te,loss_cuoi,thoi_gian_s
KHONG chuan hoa (0-255),0.9306666666666666,28,0.05838335011127003,44.60997430002317
CO chuan hoa (/255),0.9603333333333334,24,0.0033970685134114427,39.07430169999134
