feature,std_linear,std_ridge,ty_le_giam_do_lech_%
TV,200.86214624094163,11.122243326087075,94.46274794219039
Facebook,199.73006030810257,10.183157237115761,94.90153999783143
Google,8.16544983291823,8.046769546567685,1.4534445594423517
