mean_predicted_prob,fraction_of_positives
0.0031528035168427683,0.0
0.004455757046258775,0.0
0.005534687411512705,0.0
0.006806651395305203,0.0
0.008454603865617983,0.0
0.010702159722276339,0.0
0.014582742102185992,0.00023413720440177945
0.021893073941770355,0.0002340276152586005
0.03843717605018577,0.00046816479400749064
0.1669972658554992,0.012172284644194757
