quang_duong_mi,trong_dai_du_lieu,gia_cay_quyet_dinh,gia_linear_regression
81.45,True,111.97019999999995,306.15780508857716
60.0,True,111.97019999999995,227.0221155108669
100.0,False,111.97019999999995,374.59449700776247
124.0,False,111.97019999999995,463.1379259058998
