criterion,thoi_gian_fit_s,MAE,RMSE,R2,trong_15%_%
squared_error,0.3413264751434326,2.2008663559628507,5.043765917860027,0.9117912508568918,64.98605392482402
absolute_error,3.653104543685913,2.03472439899057,5.260579736925226,0.9040446853800036,68.90158055518661
