,RandomForest,GradientBoosting,XGBoost
RMSE,73.58260420449295,80.71229819831827,63.52602159683758
R2,0.866761503672599,0.839690654264455,0.900692343711853
fit_time_s,5.7013163566589355,16.021382331848145,7.404480934143066
