dac_trung,he_so_chuan_hoa
Longitude,-0.9017463592207989
MedInc,0.6977709708178511
Latitude,-0.6812786218074302
AveOccup,-0.2844146842903161
BedrmsRatio,0.2756468677539349
AveRooms,0.2062379177843527
DistSF_km,0.19446868784780172
DistNearestCity_km,-0.16462314734286126
AveBedrms,-0.13206190933970857
HouseAge,0.09781642190066234
DistLA_km,-0.08961954725005974
Population,0.030493338008612567
